activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311150,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,185000,NA,2.5,NA,2,1997.45,NA,1155,,1500,180,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,305000,NA,3,NA,2,1724.5,NA,1155,,500,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189215201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,375000,NA,2.75,NA,2,1383.15,NA,750,,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,515000,NA,2.625,NA,2,3190.78,NA,950,,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,335000,NA,2.75,NA,2,1788.19,NA,1155,,605,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311712,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,205000,NA,2.875,NA,2,1704.34,NA,1155,,1155,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311322,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,225000,NA,2.875,NA,2,1683.16,NA,1155,,1400,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189222100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,395000,NA,2.75,NA,2,2154.29,NA,1155,,605,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29029,29029950400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,275000,NA,2.75,NA,3,1693.5,NA,1155,,1000,360,NA,NA,2,2,2,2,375000,1,2,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311132,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,385000,NA,2.75,NA,2,1684.9,NA,1155,,1750.9,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29095,29095014400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,485000,NA,3.375,NA,2,2381.52,NA,892,,555.37,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29037,29037060500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,235000,NA,2.875,NA,2,2688,NA,1295,,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29101,29101960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,215000,NA,2.75,NA,2,4777.12,NA,3514.3,2124.3,,180,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29099,29099700113,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,175000,NA,2.375,NA,2,2130.65,NA,888,,609.54,180,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189215142,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,215000,NA,2.875,NA,2,4822.01,NA,2961,1085,6.36,240,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,235000,NA,2.75,NA,2,2461.96,NA,1188,,1800,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221421,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,2,2,2,255000,NA,2.75,NA,2,1666.89,NA,0,,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,205000,NA,2.625,NA,2,2456.83,NA,1188,,11.83,240,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29147,29147470500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,205000,NA,2.875,NA,2,4401.72,NA,2400,,1119,240,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29095,29095018200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,185000,NA,2.25,NA,2,2621.4,NA,1413,225,4.77,180,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,175000,NA,2.25,NA,2,0,NA,0,,11.5,180,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311391,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,185000,NA,2.875,NA,2,3896.32,NA,1188,,865.33,240,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29161,29161891000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,255000,NA,2.25,NA,2,0,NA,0,,42.5,180,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189220441,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,215000,NA,2.75,NA,2,3139.36,NA,1876,,1.59,240,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189220444,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,235000,NA,2.5,NA,2,1909.82,NA,600,,110.5,240,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221626,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,355000,NA,2.25,NA,2,0,NA,0,,,180,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29099,29099700107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,305000,NA,2.75,NA,2,6067.35,NA,4204,3016,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29510,29510105500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,32,1,2,2,2,335000,NA,2.875,NA,2,1885.5,NA,1188,,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29029,29029950300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,225000,NA,2.25,NA,2,3509.84,NA,2043,855,106.5,180,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217921,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,395000,NA,2.5,NA,2,1438.54,NA,0,,153,240,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29095,29095014502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,195000,NA,2.375,NA,2,1925.84,NA,895,,716,180,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29037,29037061001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,225000,NA,2.5,NA,2,2075.6,NA,895,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189211301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,32,1,2,2,2,95000,NA,2.5,NA,2,3810.37,NA,1067,,17.92,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183312096,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,235000,NA,2.625,NA,2,3036.3,NA,950,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,215000,NA,2.75,NA,2,1561.5,NA,1155,,1621.5,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311132,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,145000,NA,2.625,NA,2,1136.97,NA,700,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,99999,MO,29213,29213480105,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,235000,NA,2.25,NA,2,9836.29,NA,743,,500,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311312,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,195000,NA,2.875,NA,2,2138.32,NA,950,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311736,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,255000,NA,2.875,NA,2,1572.5,NA,1155,,1889,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29510,29510102200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,205000,NA,2.75,NA,2,2883.34,NA,1155,,605,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,215000,NA,2.75,NA,2,2610.3,NA,950,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311147,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,215000,NA,2.625,NA,2,2480.25,NA,900,,400,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29071,29071801000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,215000,NA,2.875,NA,2,2988.8,NA,1155,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217851,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,275000,NA,2.625,NA,2,1759.09,NA,1155,,1843.09,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189215202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,405000,NA,2.875,NA,2,1729.5,NA,1155,,1155,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,265000,NA,2.875,NA,2,945.52,NA,0,,1011.52,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183312204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,225000,NA,2.5,NA,2,1706.62,NA,1155,,1400,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183310201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,265000,NA,2.5,NA,2,2030.64,NA,1155,,350,180,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,115000,NA,2.625,NA,2,1488.9,NA,1155,,,120,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189216200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,515000,NA,2.625,NA,2,2379.18,NA,1155,,2098.18,360,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189222100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,515000,NA,2.625,NA,2,2029.1,NA,1155,,2123.34,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189218003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,365000,NA,3.25,NA,2,2195.15,NA,1155,,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189215201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,295000,NA,2.625,NA,2,1700,NA,1155,,1889,300,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29510,29510114300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,205000,NA,2.5,NA,2,6309.66,NA,1155,,455,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189219700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,205000,NA,2.75,NA,2,6358.34,NA,1155,,455,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29095,29095008500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,285000,NA,2.75,NA,2,1801,NA,1295,,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221626,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,395000,NA,2.5,NA,2,2343,NA,1295,,1001.37,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29095,29095008500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,32,1,2,2,2,205000,NA,2.875,NA,2,1959,NA,895,,,180,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189215201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,505000,NA,2.25,NA,2,884,NA,0,,1020,180,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221503,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,275000,NA,2.875,NA,2,2374.52,NA,1188,,2.92,240,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,255000,NA,2.25,NA,2,0,NA,0,,,180,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,175000,NA,2.75,NA,2,1324.37,NA,0,,155.53,240,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,225000,NA,2.625,NA,2,3147.31,NA,1876,,,240,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29107,29107090602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,165000,NA,2.625,NA,2,2636.5,NA,1188,,8749.93,240,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189216800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,465000,NA,2.5,NA,2,2585.98,NA,1188,,2105.3,240,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311149,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,165000,NA,2.5,NA,2,2425.92,NA,1188,,148.41,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217851,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,315000,NA,2.5,NA,2,2505.1,NA,1188,,0.74,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217921,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,265000,NA,2.625,NA,2,2513.98,NA,1188,,36.12,180,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,28140,MO,29037,29037061100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,145000,NA,2.625,NA,2,2241.5,NA,1188,,,240,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29183,29183311004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,305000,NA,2.25,NA,2,0,NA,0,,98,180,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217944,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,205000,NA,2.25,NA,2,0,NA,0,,0.8,180,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217941,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,135000,NA,2.125,NA,2,4120.38,NA,2897.38,1709.38,0.95,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217932,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,265000,NA,2.125,NA,2,0,NA,0,,87.8,120,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221628,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,435000,NA,2.375,NA,2,0,NA,0,,61.48,240,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189221629,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,225000,NA,2.25,NA,2,0,NA,0,,0.69,180,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,NA,NA,9,9,4
2020,549300LBCBNR1OT00651,41180,MO,29189,29189217944,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,215000,NA,2.25,NA,2,0,NA,0,,61.06,180,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4
